                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     64,                 0.9709,                0.82433,                 1.2781,                0.72938,                0.71592,                0.76762,                0.56207,                 1.0657,                0.99681,                 1.4843,               0.003763,               0.003763,               0.003763
                     65,                0.96049,                0.81314,                 1.2733,                0.71119,                0.73179,                0.77006,                0.55777,                 1.0654,                 1.0029,                 1.4887,               0.003664,               0.003664,               0.003664
                     66,                 0.9518,                0.80512,                 1.2644,                0.74277,                 0.7273,                0.78218,                0.57053,                 1.0625,                0.98537,                 1.4851,               0.003565,               0.003565,               0.003565
                     67,                0.94793,                0.79565,                 1.2626,                0.74826,                0.72462,                0.77988,                0.57616,                 1.0565,                0.98365,                 1.4738,               0.003466,               0.003466,               0.003466
                     68,                0.94201,                0.79447,                 1.2541,                0.74575,                0.71405,                0.77929,                0.57141,                 1.0565,                0.97427,                 1.4749,               0.003367,               0.003367,               0.003367
                     69,                0.93532,                0.78217,                 1.2562,                0.75284,                0.69885,                 0.7738,                0.56595,                   1.06,                0.98095,                 1.4815,               0.003268,               0.003268,               0.003268
                     70,                0.93707,                0.78273,                  1.251,                0.75758,                0.71246,                0.77753,                0.57069,                 1.0588,                0.97183,                 1.4825,               0.003169,               0.003169,               0.003169
                     71,                0.93031,                0.77639,                 1.2513,                0.76208,                0.71768,                0.77633,                0.57009,                 1.0568,                 0.9828,                 1.4872,                0.00307,                0.00307,                0.00307
                     72,                0.93327,                0.77393,                 1.2505,                0.75358,                0.72099,                0.77432,                0.56878,                 1.0534,                 0.9821,                   1.48,               0.002971,               0.002971,               0.002971
                     73,                0.92301,                0.76032,                 1.2509,                 0.7745,                0.70562,                0.77871,                0.57156,                 1.0584,                0.97986,                 1.4856,               0.002872,               0.002872,               0.002872
                     74,                0.92091,                 0.7524,                 1.2409,                0.77312,                0.71719,                0.78018,                0.57529,                 1.0561,                0.96682,                 1.4797,               0.002773,               0.002773,               0.002773
                     75,                0.91746,                0.75575,                 1.2408,                0.79006,                0.70196,                0.77922,                0.57323,                 1.0607,                0.96491,                 1.4923,               0.002674,               0.002674,               0.002674
                     76,                 0.9135,                 0.7475,                 1.2357,                0.79127,                0.70333,                0.78152,                0.57651,                 1.0552,                0.96454,                 1.4874,               0.002575,               0.002575,               0.002575
                     77,                0.91191,                0.74605,                 1.2373,                0.75364,                0.72619,                0.78261,                0.57618,                 1.0492,                0.96913,                 1.4818,               0.002476,               0.002476,               0.002476
                     78,                0.90153,                0.72787,                  1.226,                0.75989,                0.71839,                0.78654,                0.57885,                  1.045,                0.96974,                 1.4767,               0.002377,               0.002377,               0.002377
                     79,                0.90083,                0.72436,                 1.2319,                0.75066,                0.73444,                 0.7865,                 0.5793,                 1.0499,                0.95776,                 1.4783,               0.002278,               0.002278,               0.002278
                     80,                0.89555,                0.72237,                 1.2297,                0.76763,                0.72802,                0.78838,                0.58064,                 1.0486,                0.95676,                  1.476,               0.002179,               0.002179,               0.002179
                     81,                0.89078,                0.70273,                 1.2168,                0.75495,                0.73282,                0.78956,                0.58202,                 1.0453,                0.95541,                 1.4721,                0.00208,                0.00208,                0.00208
                     82,                0.89643,                0.70789,                 1.2317,                0.73852,                 0.7571,                0.78821,                0.58188,                 1.0504,                 0.9438,                 1.4814,               0.001981,               0.001981,               0.001981
                     83,                   0.88,                0.68726,                 1.2132,                0.75167,                0.74006,                0.78869,                0.58099,                 1.0506,                0.95058,                 1.4814,               0.001882,               0.001882,               0.001882
                     84,                0.88394,                0.68549,                 1.2172,                0.76136,                0.73198,                0.78905,                0.58053,                 1.0526,                0.95484,                 1.4816,               0.001783,               0.001783,               0.001783
                     85,                0.87923,                0.68999,                 1.2119,                0.76086,                0.73241,                0.79009,                0.58377,                 1.0499,                0.95087,                   1.48,               0.001684,               0.001684,               0.001684
                     86,                0.88079,                0.68387,                 1.2144,                0.75298,                  0.737,                0.79228,                0.58576,                 1.0516,                0.95109,                 1.4841,               0.001585,               0.001585,               0.001585
                     87,                0.87263,                0.67548,                   1.21,                0.75597,                0.73978,                0.79361,                0.58616,                 1.0534,                0.94376,                 1.4869,               0.001486,               0.001486,               0.001486
                     88,                0.87062,                0.67802,                 1.2125,                0.78443,                0.72999,                0.79534,                0.58861,                 1.0533,                0.94288,                 1.4876,               0.001387,               0.001387,               0.001387
                     89,                0.86406,                0.65675,                 1.2027,                0.78222,                0.73157,                0.79575,                0.58814,                 1.0546,                0.93767,                 1.4911,               0.001288,               0.001288,               0.001288
                     90,                0.86042,                0.65804,                 1.2025,                0.77786,                0.73099,                0.79803,                0.59108,                 1.0545,                0.93749,                 1.4897,               0.001189,               0.001189,               0.001189
                     91,                0.80333,                0.55582,                 1.2028,                0.78739,                0.72062,                0.79571,                 0.5876,                 1.0539,                0.93911,                 1.4879,                0.00109,                0.00109,                0.00109
                     92,                0.79226,                0.53279,                 1.1927,                0.77954,                0.72562,                0.79613,                0.58628,                 1.0546,                 0.9418,                 1.4908,               0.000991,               0.000991,               0.000991
                     93,                0.78677,                0.53103,                 1.1951,                0.78555,                0.72611,                0.79703,                0.58564,                 1.0529,                0.94494,                 1.4898,               0.000892,               0.000892,               0.000892
                     94,                0.78155,                0.52364,                 1.1875,                0.78935,                0.72611,                0.79533,                 0.5851,                 1.0536,                0.94335,                 1.4926,               0.000793,               0.000793,               0.000793
                     95,                0.77801,                0.51753,                 1.1917,                0.79046,                0.72337,                0.79084,                0.58331,                 1.0537,                0.94679,                 1.4967,               0.000694,               0.000694,               0.000694
                     96,                0.76495,                0.50547,                 1.1814,                0.79174,                0.72362,                0.79516,                0.58763,                 1.0528,                0.94631,                  1.497,               0.000595,               0.000595,               0.000595
                     97,                0.76102,                0.49656,                 1.1794,                0.79684,                0.72287,                0.79364,                0.58609,                 1.0522,                0.94937,                 1.5009,               0.000496,               0.000496,               0.000496
                     98,                0.76782,                0.49361,                 1.1803,                0.79742,                0.71744,                 0.7927,                0.58529,                 1.0542,                0.95031,                 1.5045,               0.000397,               0.000397,               0.000397
                     99,                0.75816,                0.48702,                 1.1753,                0.77721,                0.72431,                0.79436,                0.58726,                 1.0551,                0.95056,                 1.5049,               0.000298,               0.000298,               0.000298
                    100,                0.74966,                0.47945,                 1.1644,                0.76631,                0.72985,                0.79434,                0.58738,                 1.0568,                0.95158,                 1.5074,               0.000199,               0.000199,               0.000199
